key,truth,prediction
810,"{'heading': '045', 'target': 'brown and blue light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '045', 'tool': 'surface - to - air missiles', 'target': 'brown and blue light aircraft'}"
811,"{'heading': '270', 'target': 'red camouflage missile', 'tool': 'EMP'}","{'heading': '270', 'tool': 'emp', 'target': 'red camouflage missile'}"
812,"{'heading': '260', 'target': 'orange fighter plane', 'tool': 'anti-air artillery'}","{'heading': '260', 'tool': 'anti - air artillery', 'target': 'orange fighter plane'}"
813,"{'heading': '065', 'target': 'grey fighter plane', 'tool': 'EMP'}","{'heading': '065', 'tool': 'emp', 'target': 'grey fighter plane'}"
814,"{'heading': '305', 'target': 'brown and blue light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'electromagnetic pulse', 'target': 'brown and blue light aircraft'}"
815,"{'heading': '020', 'target': 'silver helicopter', 'tool': 'EMP'}","{'heading': '020', 'tool': 'emp', 'target': 'silver helicopter'}"
816,"{'heading': '340', 'target': 'grey light aircraft', 'tool': 'EMP'}","{'heading': '340', 'tool': 'emp', 'target': 'grey light aircraft'}"
817,"{'heading': '015', 'target': 'blue, purple, and green fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'surface - to - air missiles', 'target': 'blue, purple, and green fighter plane'}"
818,"{'heading': '205', 'target': 'black cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '205', 'tool': 'surface - to - air missiles', 'target': 'black cargo aircraft'}"
819,"{'heading': '295', 'target': 'brown drone', 'tool': 'EMP'}","{'heading': '295', 'tool': 'emp', 'target': 'brown drone'}"
820,"{'heading': '135', 'target': 'purple fighter plane', 'tool': 'anti-air artillery'}","{'heading': '135', 'tool': 'anti - air artillery', 'target': 'purple fighter plane'}"
821,"{'heading': '020', 'target': 'purple and grey drone', 'tool': 'machine gun'}","{'heading': '020', 'tool': 'machine gun', 'target': 'purple and grey drone'}"
822,"{'heading': '335', 'target': 'blue and black light aircraft', 'tool': 'EMP'}","{'heading': '335', 'tool': 'emp', 'target': 'blue and black light aircraft'}"
823,"{'heading': '200', 'target': 'white fighter jet', 'tool': 'anti-air artillery'}","{'heading': '200', 'tool': 'anti - air artillery', 'target': 'white fighter jet'}"
824,"{'heading': '120', 'target': 'brown, orange, and white missile', 'tool': 'machine gun'}","{'heading': '120', 'tool': 'machine gun', 'target': 'brown, orange, and white missile'}"
825,"{'heading': '360', 'target': 'purple, blue, and brown drone', 'tool': 'anti-air artillery'}","{'heading': '360', 'tool': 'anti - air artillery', 'target': 'purple, blue, and brown drone'}"
826,"{'heading': '335', 'target': 'red and white drone', 'tool': 'anti-air artillery'}","{'heading': '335', 'tool': 'anti - air artillery', 'target': 'red and white drone'}"
827,"{'heading': '335', 'target': 'yellow, white, and grey fighter plane', 'tool': 'interceptor jets'}","{'heading': '335', 'tool': 'interceptor jets', 'target': 'yellow, white, and grey fighter plane'}"
828,"{'heading': '090', 'target': 'green, silver, and black fighter jet', 'tool': 'EMP'}","{'heading': '090', 'tool': 'emp', 'target': 'green, silver, and black fighter jet'}"
829,"{'heading': '155', 'target': 'brown, purple, and orange fighter jet', 'tool': 'EMP'}","{'heading': '155', 'tool': 'emp', 'target': 'brown, purple, and orange fighter jet'}"
830,"{'heading': '255', 'target': 'brown, green, and orange light aircraft', 'tool': 'machine gun'}","{'heading': '255', 'tool': 'machine gun', 'target': 'brown, green, and orange light aircraft'}"
831,"{'heading': '110', 'target': 'red and brown cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '110', 'tool': 'anti - air artillery', 'target': 'red and brown cargo aircraft'}"
832,"{'heading': '195', 'target': 'white and silver missile', 'tool': 'surface-to-air missiles'}","{'heading': '195', 'tool': 'surface - to - air missiles', 'target': 'white and silver missile'}"
833,"{'heading': '090', 'target': 'green light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '090', 'tool': 'electromagnetic pulse', 'target': 'green light aircraft'}"
834,"{'heading': '100', 'target': 'red light aircraft', 'tool': 'EMP'}","{'heading': '100', 'tool': 'emp', 'target': 'red light aircraft'}"
835,"{'heading': '355', 'target': 'black and silver missile', 'tool': 'EMP'}","{'heading': '355', 'tool': 'emp', 'target': 'black and silver missile'}"
836,"{'heading': '265', 'target': 'silver, white, and grey drone', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface - to - air missiles', 'target': 'silver, white, and grey drone'}"
837,"{'heading': '005', 'target': 'silver, white, and green fighter jet', 'tool': 'EMP'}","{'heading': '005', 'tool': 'emp', 'target': 'silver, white, and green fighter jet'}"
838,"{'heading': '120', 'target': 'blue missile', 'tool': 'surface-to-air missiles'}","{'heading': '120', 'tool': 'surface - to - air missiles', 'target': 'blue missile'}"
839,"{'heading': '325', 'target': 'green and brown camouflage commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '325', 'tool': 'surface - to - air missiles', 'target': 'green and brown camouflage commercial aircraft'}"
840,"{'heading': '190', 'target': 'black light aircraft', 'tool': 'anti-air artillery'}","{'heading': '190', 'tool': 'anti - air artillery', 'target': 'black light aircraft'}"
841,"{'heading': '145', 'target': 'white and blue fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '145', 'tool': 'electromagnetic pulse', 'target': 'white and blue fighter jet'}"
842,"{'heading': '250', 'target': 'blue fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '250', 'tool': 'electromagnetic pulse', 'target': 'blue fighter jet'}"
843,"{'heading': '205', 'target': 'purple fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '205', 'tool': 'surface - to - air missiles', 'target': 'purple fighter jet'}"
844,"{'heading': '335', 'target': 'brown camouflage fighter plane', 'tool': 'EMP'}","{'heading': '335', 'tool': 'emp', 'target': 'brown camouflage fighter plane'}"
845,"{'heading': '300', 'target': 'brown, grey, and white missile', 'tool': 'anti-air artillery'}","{'heading': '300', 'tool': 'anti - air artillery', 'target': 'brown, grey, and white missile'}"
846,"{'heading': '260', 'target': 'red missile', 'tool': 'machine gun'}","{'heading': '260', 'tool': 'machine gun', 'target': 'red missile'}"
847,"{'heading': '335', 'target': 'green commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '335', 'tool': 'interceptor jets', 'target': 'green commercial aircraft'}"
848,"{'heading': '245', 'target': 'white, purple, and silver cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '245', 'tool': 'anti - air artillery', 'target': 'white, purple, and silver cargo aircraft'}"
849,"{'heading': '205', 'target': 'red and blue missile', 'tool': 'EMP'}","{'heading': '205', 'tool': 'emp', 'target': 'red and blue missile'}"
850,"{'heading': '050', 'target': 'silver drone', 'tool': 'EMP'}","{'heading': '050', 'tool': 'emp', 'target': 'silver drone'}"
851,"{'heading': '225', 'target': 'green and white missile', 'tool': 'anti-air artillery'}","{'heading': '225', 'tool': 'anti - air artillery', 'target': 'green and white missile'}"
852,"{'heading': '330', 'target': 'white and black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti - air artillery', 'target': 'white and black commercial aircraft'}"
853,"{'heading': '310', 'target': 'grey drone', 'tool': 'surface-to-air missiles'}","{'heading': '310', 'tool': 'surface - to - air missiles', 'target': 'grey drone'}"
854,"{'heading': '165', 'target': 'purple, orange, and grey fighter jet', 'tool': 'EMP'}","{'heading': '165', 'tool': 'emp', 'target': 'purple, orange, and grey fighter jet'}"
855,"{'heading': '250', 'target': 'silver drone', 'tool': 'drone catcher'}","{'heading': '250', 'tool': 'drone catcher', 'target': 'silver drone'}"
856,"{'heading': '330', 'target': 'silver, black, and blue helicopter', 'tool': 'EMP'}","{'heading': '330', 'tool': 'emp', 'target': 'silver, black, and blue helicopter'}"
857,"{'heading': '205', 'target': 'black, white, and purple commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '205', 'tool': 'surface - to - air missiles', 'target': 'black, white, and purple commercial aircraft'}"
858,"{'heading': '225', 'target': 'yellow, orange, and silver drone', 'tool': 'anti-air artillery'}","{'heading': '225', 'tool': 'anti - air artillery', 'target': 'yellow, orange, and silver drone'}"
859,"{'heading': '060', 'target': 'red and brown drone', 'tool': 'electromagnetic pulse'}","{'heading': '060', 'tool': 'electromagnetic pulse', 'target': 'red and brown drone'}"
860,"{'heading': '295', 'target': 'orange fighter plane', 'tool': 'machine gun'}","{'heading': '295', 'tool': 'machine gun', 'target': 'orange fighter plane'}"
861,"{'heading': '065', 'target': 'blue and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'surface - to - air missiles', 'target': 'blue and orange light aircraft'}"
862,"{'heading': '260', 'target': 'yellow and green missile', 'tool': 'machine gun'}","{'heading': '260', 'tool': 'machine gun', 'target': 'yellow and green missile'}"
863,"{'heading': '140', 'target': 'silver fighter plane', 'tool': 'machine gun'}","{'heading': '140', 'tool': 'machine gun', 'target': 'silver fighter plane'}"
864,"{'heading': '030', 'target': 'red and grey commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'anti - air artillery', 'target': 'red and grey commercial aircraft'}"
865,"{'heading': '180', 'target': 'silver and orange commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '180', 'tool': 'electromagnetic pulse', 'target': 'silver and orange commercial aircraft'}"
866,"{'heading': '130', 'target': 'red, black, and silver fighter jet', 'tool': 'EMP'}","{'heading': '130', 'tool': 'emp', 'target': 'red, black, and silver fighter jet'}"
867,"{'heading': '250', 'target': 'purple, black, and brown cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '250', 'tool': 'electromagnetic pulse', 'target': 'purple, black, and brown cargo aircraft'}"
868,"{'heading': '320', 'target': 'purple, orange, and silver drone', 'tool': 'machine gun'}","{'heading': '320', 'tool': 'machine gun', 'target': 'purple, orange, and silver drone'}"
869,"{'heading': '230', 'target': 'brown, white, and grey missile', 'tool': 'anti-air artillery'}","{'heading': '230', 'tool': 'anti - air artillery', 'target': 'brown, white, and grey missile'}"
870,"{'heading': '200', 'target': 'silver and black commercial aircraft', 'tool': 'EMP'}","{'heading': '200', 'tool': 'emp', 'target': 'silver and black commercial aircraft'}"
871,"{'heading': '100', 'target': 'brown drone', 'tool': 'electromagnetic pulse'}","{'heading': '100', 'tool': 'electromagnetic pulse', 'target': 'brown drone'}"
872,"{'heading': '205', 'target': 'grey and yellow light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '205', 'tool': 'electromagnetic pulse', 'target': 'grey and yellow light aircraft'}"
873,"{'heading': '080', 'target': 'black, orange, and green fighter plane', 'tool': 'EMP'}","{'heading': '080', 'tool': 'emp', 'target': 'black, orange, and green fighter plane'}"
874,"{'heading': '310', 'target': 'blue and red fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '310', 'tool': 'surface - to - air missiles', 'target': 'blue and red fighter jet'}"
875,"{'heading': '330', 'target': 'orange and red drone', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti - air artillery', 'target': 'orange and red drone'}"
876,"{'heading': '280', 'target': 'red, black, and purple cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '280', 'tool': 'anti - air artillery', 'target': 'red, black, and purple cargo aircraft'}"
877,"{'heading': '025', 'target': 'blue and black fighter jet', 'tool': 'anti-air artillery'}","{'heading': '025', 'tool': 'anti - air artillery', 'target': 'blue and black fighter jet'}"
878,"{'heading': '230', 'target': 'silver, yellow, and brown light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '230', 'tool': 'electromagnetic pulse', 'target': 'silver, yellow, and brown light aircraft'}"
879,"{'heading': '225', 'target': 'grey fighter jet', 'tool': 'anti-air artillery'}","{'heading': '225', 'tool': 'anti - air artillery', 'target': 'grey fighter jet'}"
880,"{'heading': '030', 'target': 'grey helicopter', 'tool': 'EMP'}","{'heading': '030', 'tool': 'emp', 'target': 'grey helicopter'}"
881,"{'heading': '190', 'target': 'purple and green fighter plane', 'tool': 'machine gun'}","{'heading': '190', 'tool': 'machine gun', 'target': 'purple and green fighter plane'}"
882,"{'heading': '135', 'target': 'purple fighter plane', 'tool': 'machine gun'}","{'heading': '135', 'tool': 'machine gun', 'target': 'purple fighter plane'}"
883,"{'heading': '330', 'target': 'green missile', 'tool': 'machine gun'}","{'heading': '330', 'tool': 'machine gun', 'target': 'green missile'}"
884,"{'heading': '100', 'target': 'orange missile', 'tool': 'anti-air artillery'}","{'heading': '100', 'tool': 'anti - air artillery', 'target': 'orange missile'}"
885,"{'heading': '215', 'target': 'green, red, and brown missile', 'tool': 'machine gun'}","{'heading': '215', 'tool': 'machine gun', 'target': 'green, red, and brown missile'}"
886,"{'heading': '280', 'target': 'purple and green helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '280', 'tool': 'electromagnetic pulse', 'target': 'purple and green helicopter'}"
887,"{'heading': '210', 'target': 'red, white, and grey missile', 'tool': 'anti-air artillery'}","{'heading': '210', 'tool': 'anti - air artillery', 'target': 'red, white, and grey missile'}"
888,"{'heading': '360', 'target': 'white and grey light aircraft', 'tool': 'EMP'}","{'heading': '360', 'tool': 'emp', 'target': 'white and grey light aircraft'}"
889,"{'heading': '105', 'target': 'orange and black light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '105', 'tool': 'electromagnetic pulse', 'target': 'orange and black light aircraft'}"
890,"{'heading': '210', 'target': 'silver commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '210', 'tool': 'anti - air artillery', 'target': 'silver commercial aircraft'}"
891,"{'heading': '300', 'target': 'purple and blue helicopter', 'tool': 'machine gun'}","{'heading': '300', 'tool': 'machine gun', 'target': 'purple and blue helicopter'}"
892,"{'heading': '105', 'target': 'green helicopter', 'tool': 'anti-air artillery'}","{'heading': '105', 'tool': 'anti - air artillery', 'target': 'green helicopter'}"
893,"{'heading': '330', 'target': 'blue fighter plane', 'tool': 'machine gun'}","{'heading': '330', 'tool': 'machine gun', 'target': 'blue fighter plane'}"
894,"{'heading': '315', 'target': 'yellow, grey, and white missile', 'tool': 'anti-air artillery'}","{'heading': '315', 'tool': 'anti - air artillery', 'target': 'yellow, grey, and white missile'}"
