key,transcript,prediction
817,"Air defense turret, target at heading zero one five. Engage blue, purple, and green fighter plane with surface-to-air missiles. Fire at will."," Air defense turret target at heading 015 engage blue, purple and green fighter plane with surface to air missiles. Fire at will."
818,"Control tower to turrets, deploy surface-to-air missiles heading two zero five, black cargo aircraft as target.", Control tower to turrets deploy surface to air missiles heading 205 Black cargo aircraft as target
819,"Control tower to turrets, deploy EMP, heading two niner five, target brown drone."," Control tower to turrets, deploy EMP, heading 2.9 or 5, target ground 2."
820,"Engage the purple fighter plane using anti-air artillery, heading one three five."," Engage the purple fighter plane using anti-air artillery, heading 135."
821,"Engage target, purple and grey drone, heading zero two zero. Deploy machine gun."," Engage, target, purple and gray to row, heading 0-2-0, deploy machine gun."
822,Deploy EMP on hostile blue and black light aircraft heading three three five., Deploy GMP on for-style blue and black light aircraft heading 3-3-5.
823,"Air defense turret, prepare to engage the white fighter jet at heading two zero zero with anti-air artillery. Tasked to eliminate the target. Ready, aim, fire."," Air defense turret, prepare to engage the white fighter jet and heading to 00 with anti air artillery. Toss to eliminate the target. Ready, aim, fire."
824,"Rotate heading to one two zero, engage target, brown, orange, and white missile, with machine gun."," rotate, head into 120 encased target, round, orange and wide missile with machine go."
825,"Control tower to turrets, target is a purple, blue, and brown drone at heading three six zero. Deploy anti-air artillery."," Control tower to target is a purple, blue and brown drone at heading 360. Deploy and the air artillery."
826,"Control tower to air defense turrets, deploy anti-air artillery on heading three three five. Target is red and white drone.", Control tower to air defense turrets. Deploy anti air artillery on heading 335. Target is red and white drone.
827,"Control to all air defense turrets, we have a target consisting of a yellow, white, and grey fighter plane approaching on a heading of three three five. Deploy interceptor jets immediately to intercept the target. Repeat, deploy interceptor jets to intercept the target. Over."," Control to all air descent and we have target and connecting of a yellow, white and gray fighter plane approaching on a heading of three, three, five. Deploying the head of the jet that immediately to implement the target. Repeat. Deploying the head of the jet to implement the target over."
828,"Turret Echo, deploy EMP at heading zero niner zero on the green, silver, and black fighter jet."," To an echo, before EMP are heading 0, 9 or 0 on the green silver and black a fighter jet."
829,"Air defense turrets, deploy EMP on brown, purple, and orange fighter jet heading one five five. Engage target immediately."," You're defense first. Employee EMP on round purple and orange fighter jet, heading 1-5-5. Engage target immediately."
830,"Control to all air defense turrets, we have a target at heading two five five. Deploy machine gun on the brown, green, and orange light aircraft. Take down the threat immediately. Over."," Control to all air defense turrets, we have a target at heading 255. Deploy machine gun on the ground green and orange light aircraft. Take down the threat immediately. Over."
831,"Turret Alpha, target the red and brown cargo aircraft heading one one zero, deploy anti-air artillery."," Not at alpha, target the red and brown combo aircraft heading 110, deploy anti-air artillery."
832,"Control to surface-to-air turrets, we have a white and silver missile in our sights at heading one niner five. Deploy surface-to-air missiles immediately. Lock on target and fire at will. Make sure the threat is neutralized with extreme prejudice. Over.", Control to surface to air turrets. We have a wide and silver missile in our sights at heading 195. Deploy surface to air missiles immediately. Lock on target and fire at will. Make sure the threat is neutralized with extreme prejudice. Over.
833,"Turret Sierra, deploy electromagnetic pulse at heading zero niner zero, green light aircraft."," Star cera, deploy electromagnetic sounds that heading zero, nine and zero, green light aircraft."
834,"Turret, update heading to one zero zero, deploy EMP on red light aircraft.", Direct update heading to 100.
835,"Deploy EMP, target the black and silver missile, heading three five five."," Deploy EMP, target the black and silver missile, heading 355."
836,"Delta, deploy surface-to-air missiles at heading two six five. Target the silver, white, and grey drone."," Delta, deploy surface in here, may file that any two 65. Target the silver, white, and gray drone."
837,"Engage target, silver, white, and green fighter jet, at heading zero zero five, with EMP."," Engage target, silver, white and green phyte object at heading 0.05 with EMP."
838,"Control tower to surface-to-air turrets, target is a blue missile heading one two zero. Deploy surface-to-air missiles now.", Control tower to surface to air turrets. Target is a blue missile heading 120. Deploy surface to air missiles now.
839,"Surface-to-air missiles, lock on and engage the green and brown camouflage commercial aircraft at heading three two five.", I have to add the automatic lock on and engage the green and brown camouflage commercial aircraft at heading 325.
840,"Engage target, black light aircraft, heading one niner zero, deploy anti-air artillery."," Engage target, blacklight aircraft heading 190 deploy on our artillery."
841,Deploy electromagnetic pulse on white and blue fighter jet heading one four five., Deploy electromagnetic cells on white and blue fighter jet heading 145.
842,"Turret Tango, deploy electromagnetic pulse on the blue fighter jet heading two five zero."," Torotango, the ploy, electromagnetic poles on the blue fight of jet heading to 5-0."
843,"Control tower to air defense turrets, deploy surface-to-air missiles, heading two zero five, target purple fighter jet.", Control tower to air defense turrets deploy surface to air missiles heading to a zero five target purple fighter jet.
844,"Engage, brown camouflage fighter plane, heading three three five, deploy EMP.", Engage brown camouflage fighter plane heading 3 3 5 deploy EMP
845,"Turret Bravo, engage the brown, grey, and white missile at heading three zero zero with anti-air artillery."," Teret Bravo, engage the brown grey and white missile and hitting 300 with Nantaiya artillery."
846,"Engage target, red missile, at heading two six zero, with the machine gun."," In case Target, Red Missile and heading 260 with the machine gun."
847,"Control Tower to all turrets, this is Alpha One. Deploy interceptor jets to heading three three five. Target is green commercial aircraft. Engage and intercept immediately."," Control tower to Altaritz, which is alpha 1. Deploy intercepts a jet to heading 3.5. Target is green commercial aircraft, engage and intercept immediately."
848,"Engage white, purple, and silver cargo aircraft at heading two four five with anti-air artillery."," Engage is wide purple and silver cargo aircraft, adhering 245 with anti-air artillery."
849,"Turret Sierra, deploy EMP on heading two zero five, target the red and blue missile.", Turret Sierra deploy EMP on heading 205 target the red and blue missile
850,"Air defense turret, adjust heading to zero five zero, deploy EMP on the silver drone.", We are defense turret adjusting to 050. Deploying EMP on the Silver Drove.
